path,filename,extension,size_bytes,sha256,last_modified,language,probable_stage,purpose,direct_inputs,direct_outputs,referenced_by,calls_or_imports,hard_coded_paths,status,replacement,confidence,notes
01_SCRIPTS/set_config_value.py,set_config_value.py,.py,922,c60451ddb000f0555e640b45c10de663888129895376883c99c66ef5d7eab675,2026-07-03T11:42:44,Python,unclassified,from __future__ import annotations,,,,"Path; __future__; annotations; argparse, json; pathlib",,UNKNOWN,,0.5,No definitive runtime evidence found in static audit.
01_SCRIPTS/wsl_raspa_utils_v36.py,wsl_raspa_utils_v36.py,.py,8877,f2dd62eaf20a24fa0f0397faa325d5cfb2fb418d39054b6246ffa03b6327b4b4,2026-07-06T14:02:38,Python,RASPA2 GCMC,#!/usr/bin/env python3,FFNAME/force_field_mixing_rules.def; FFNAME/pseudo_atoms.def; TIP5P.def; Tip5p.def; WSL_RASPA_DISCOVERY.txt; force_field.def; force_field_mixing_rules.def; methane.def; pseudo_atoms.def,,RELEASE_MANIFEST_SHA256.json,Path; SIMULATE; __future__; annotations; dataclass; dataclasses; os; pathlib; shlex; shutil; simulate; subprocess,/home/baiheng/miniforge3/envs/raspa2,UNKNOWN,,0.5,No definitive runtime evidence found in static audit.
02_GRAPHENE_CASES/GRAPHENE_BUILD_REPORT.json,GRAPHENE_BUILD_REPORT.json,.json,1079,b5f26da9e9737a81a21c088dc05ceeac778d2871bee304e97a8f4888cbbcb653,2026-07-03T11:43:35,JSON,bulk density,{,F:\\MD\\kerogen_bulk0p1_to0p8_then_graphene_pull_v1\\kerogen_bulk0p1_to0p8_then_graphene_pull_v1\\01_BULK\\03_RUN\\bulk_density_0p8_final.gro,F:\\MD\\kerogen_bulk0p1_to0p8_then_graphene_pull_v1\\kerogen_bulk0p1_to0p8_then_graphene_pull_v1\\01_BULK\\03_RUN\\bulk_density_0p8_final.gro,01_SCRIPTS/build_graphene_cases.py,,F:\\MD\\kerogen_bulk0p1_to0p8_then_graphene_pull_v1\\kerogen_bulk0p1_to0p8_then_graphene_pull_v1\\01_BULK\\03_RUN\\bulk_density_0p8_final.gro,ACTIVE,,0.72,References current named workflow artifacts.
02_GRAPHENE_CASES/RMS_0p000/00_INITIAL/GBOT.itp,GBOT.itp,.itp,2784372,35070a59ceb37497259f6eb1e30568a7b12f41ff33de69cdd1816d764bd2388b,2026-07-03T11:43:33,GROMACS ITP,rough surface,[ moleculetype ],GBOT_posre_fixed.itp,GBOT_posre_fixed.itp,02_GRAPHENE_CASES/RMS_0p000/00_INITIAL/topol.top; 02_GRAPHENE_CASES/RMS_0p000/02_RUN/topol.top; 02_GRAPHENE_CASES/RMS_0p300/00_INITIAL/topol.top; 02_GRAPHENE_CASES/RMS_0p300/02_RUN/topol.top; 02_GRAPHENE_CASES/RMS_0p600/00_INITIAL/topol.top; 02_GRAPHENE_CASES/RMS_0p600/02_RUN/topol.top; 02_GRAPHENE_CASES/RMS_0p900/00_INITIAL/topol.top; 02_GRAPHENE_CASES/RMS_0p900/02_RUN/topol.top,,,DUPLICATE,,0.95,Identical SHA256 to another code/config file.
02_GRAPHENE_CASES/RMS_0p000/00_INITIAL/GBOT_posre_fixed.itp,GBOT_posre_fixed.itp,.itp,579603,b47374af5bd49ba3598ba728c614139eb4712e24b08d9ff185395050617db6c0,2026-07-03T11:43:33,GROMACS ITP,rough surface,[ position_restraints ],,,02_GRAPHENE_CASES/RMS_0p000/00_INITIAL/GBOT.itp; 02_GRAPHENE_CASES/RMS_0p000/02_RUN/GBOT.itp; 02_GRAPHENE_CASES/RMS_0p300/00_INITIAL/GBOT.itp; 02_GRAPHENE_CASES/RMS_0p300/02_RUN/GBOT.itp; 02_GRAPHENE_CASES/RMS_0p600/00_INITIAL/GBOT.itp; 02_GRAPHENE_CASES/RMS_0p600/02_RUN/GBOT.itp; 02_GRAPHENE_CASES/RMS_0p900/00_INITIAL/GBOT.itp; 02_GRAPHENE_CASES/RMS_0p900/02_RUN/GBOT.itp,,,DUPLICATE,,0.95,Identical SHA256 to another code/config file.
02_GRAPHENE_CASES/RMS_0p000/00_INITIAL/GTOP.itp,GTOP.itp,.itp,6606107,a8a0c548449da77448c4e66e51a1ad3e4cec318393099fcbe2ed252b399ff929,2026-07-03T11:43:34,GROMACS ITP,rough surface,[ moleculetype ],GTOP_posre_full.itp; GTOP_posre_pull.itp,GTOP_posre_full.itp; GTOP_posre_pull.itp,02_GRAPHENE_CASES/RMS_0p000/00_INITIAL/topol.top; 02_GRAPHENE_CASES/RMS_0p000/02_RUN/topol.top; 02_GRAPHENE_CASES/RMS_0p300/00_INITIAL/topol.top; 02_GRAPHENE_CASES/RMS_0p300/02_RUN/topol.top; 02_GRAPHENE_CASES/RMS_0p600/00_INITIAL/topol.top; 02_GRAPHENE_CASES/RMS_0p600/02_RUN/topol.top; 02_GRAPHENE_CASES/RMS_0p900/00_INITIAL/topol.top; 02_GRAPHENE_CASES/RMS_0p900/02_RUN/topol.top,,,DUPLICATE,,0.95,Identical SHA256 to another code/config file.
02_GRAPHENE_CASES/RMS_0p000/00_INITIAL/GTOP_posre_full.itp,GTOP_posre_full.itp,.itp,579603,fcabde958174582289544df86a156624628409500b7535dedff2360c83813420,2026-07-03T11:43:34,GROMACS ITP,rough surface,[ position_restraints ],,,01_SCRIPTS/build_graphene_cases.py; 02_GRAPHENE_CASES/RMS_0p000/00_INITIAL/GTOP.itp; 02_GRAPHENE_CASES/RMS_0p000/02_RUN/GTOP.itp; 02_GRAPHENE_CASES/RMS_0p300/00_INITIAL/GTOP.itp; 02_GRAPHENE_CASES/RMS_0p300/02_RUN/GTOP.itp; 02_GRAPHENE_CASES/RMS_0p600/00_INITIAL/GTOP.itp; 02_GRAPHENE_CASES/RMS_0p600/02_RUN/GTOP.itp; 02_GRAPHENE_CASES/RMS_0p900/00_INITIAL/GTOP.itp; 02_GRAPHENE_CASES/RMS_0p900/02_RUN/GTOP.itp,,,DUPLICATE,,0.95,Identical SHA256 to another code/config file.
02_GRAPHENE_CASES/RMS_0p000/00_INITIAL/GTOP_posre_pull.itp,GTOP_posre_pull.itp,.itp,579603,5e75a09430ec6b39ee0f37751417b5b810160af3f86f744171a5383bb4f2f62c,2026-07-03T11:43:34,GROMACS ITP,rough surface,[ position_restraints ],,,01_SCRIPTS/build_graphene_cases.py; 02_GRAPHENE_CASES/RMS_0p000/00_INITIAL/GTOP.itp; 02_GRAPHENE_CASES/RMS_0p000/02_RUN/GTOP.itp; 02_GRAPHENE_CASES/RMS_0p300/00_INITIAL/GTOP.itp; 02_GRAPHENE_CASES/RMS_0p300/02_RUN/GTOP.itp; 02_GRAPHENE_CASES/RMS_0p600/00_INITIAL/GTOP.itp; 02_GRAPHENE_CASES/RMS_0p600/02_RUN/GTOP.itp; 02_GRAPHENE_CASES/RMS_0p900/00_INITIAL/GTOP.itp; 02_GRAPHENE_CASES/RMS_0p900/02_RUN/GTOP.itp,,,DUPLICATE,,0.95,Identical SHA256 to another code/config file.
02_GRAPHENE_CASES/RMS_0p000/00_INITIAL/GXMN.itp,GXMN.itp,.itp,2218740,507e74efe8d817074e649385265f5a740cdade11d1a67b428f0f8ecd99a385c5,2026-07-03T11:43:34,GROMACS ITP,rough surface,[ moleculetype ],GXMN_posre_fixed.itp,GXMN_posre_fixed.itp,02_GRAPHENE_CASES/RMS_0p000/00_INITIAL/topol.top; 02_GRAPHENE_CASES/RMS_0p000/02_RUN/topol.top; 02_GRAPHENE_CASES/RMS_0p300/00_INITIAL/topol.top; 02_GRAPHENE_CASES/RMS_0p300/02_RUN/topol.top; 02_GRAPHENE_CASES/RMS_0p600/00_INITIAL/topol.top; 02_GRAPHENE_CASES/RMS_0p600/02_RUN/topol.top; 02_GRAPHENE_CASES/RMS_0p900/00_INITIAL/topol.top; 02_GRAPHENE_CASES/RMS_0p900/02_RUN/topol.top,,,DUPLICATE,,0.95,Identical SHA256 to another code/config file.
02_GRAPHENE_CASES/RMS_0p000/00_INITIAL/GXMN_posre_fixed.itp,GXMN_posre_fixed.itp,.itp,463395,e571ee5febf1450e96bc33c1d61015da7d7b560d328b5800c9b3fd3419326461,2026-07-03T11:43:34,GROMACS ITP,rough surface,[ position_restraints ],,,02_GRAPHENE_CASES/RMS_0p000/00_INITIAL/GXMN.itp; 02_GRAPHENE_CASES/RMS_0p000/02_RUN/GXMN.itp; 02_GRAPHENE_CASES/RMS_0p300/00_INITIAL/GXMN.itp; 02_GRAPHENE_CASES/RMS_0p300/02_RUN/GXMN.itp; 02_GRAPHENE_CASES/RMS_0p600/00_INITIAL/GXMN.itp; 02_GRAPHENE_CASES/RMS_0p600/02_RUN/GXMN.itp; 02_GRAPHENE_CASES/RMS_0p900/00_INITIAL/GXMN.itp; 02_GRAPHENE_CASES/RMS_0p900/02_RUN/GXMN.itp,,,DUPLICATE,,0.95,Identical SHA256 to another code/config file.
02_GRAPHENE_CASES/RMS_0p000/00_INITIAL/GXMX.itp,GXMX.itp,.itp,2218740,3677ca80f9a9b7d417ed253d7fc29340e6af099f8cfc05c14f515f183f9fba6c,2026-07-03T11:43:34,GROMACS ITP,rough surface,[ moleculetype ],GXMX_posre_fixed.itp,GXMX_posre_fixed.itp,02_GRAPHENE_CASES/RMS_0p000/00_INITIAL/topol.top; 02_GRAPHENE_CASES/RMS_0p000/02_RUN/topol.top; 02_GRAPHENE_CASES/RMS_0p300/00_INITIAL/topol.top; 02_GRAPHENE_CASES/RMS_0p300/02_RUN/topol.top; 02_GRAPHENE_CASES/RMS_0p600/00_INITIAL/topol.top; 02_GRAPHENE_CASES/RMS_0p600/02_RUN/topol.top; 02_GRAPHENE_CASES/RMS_0p900/00_INITIAL/topol.top; 02_GRAPHENE_CASES/RMS_0p900/02_RUN/topol.top,,,DUPLICATE,,0.95,Identical SHA256 to another code/config file.
02_GRAPHENE_CASES/RMS_0p000/00_INITIAL/GXMX_posre_fixed.itp,GXMX_posre_fixed.itp,.itp,463395,e571ee5febf1450e96bc33c1d61015da7d7b560d328b5800c9b3fd3419326461,2026-07-03T11:43:34,GROMACS ITP,rough surface,[ position_restraints ],,,02_GRAPHENE_CASES/RMS_0p000/00_INITIAL/GXMX.itp; 02_GRAPHENE_CASES/RMS_0p000/02_RUN/GXMX.itp; 02_GRAPHENE_CASES/RMS_0p300/00_INITIAL/GXMX.itp; 02_GRAPHENE_CASES/RMS_0p300/02_RUN/GXMX.itp; 02_GRAPHENE_CASES/RMS_0p600/00_INITIAL/GXMX.itp; 02_GRAPHENE_CASES/RMS_0p600/02_RUN/GXMX.itp; 02_GRAPHENE_CASES/RMS_0p900/00_INITIAL/GXMX.itp; 02_GRAPHENE_CASES/RMS_0p900/02_RUN/GXMX.itp,,,DUPLICATE,,0.95,Identical SHA256 to another code/config file.
02_GRAPHENE_CASES/RMS_0p000/00_INITIAL/GYMN.itp,GYMN.itp,.itp,2265459,0c0134d55b11cd10fb9a9c1bfe928e49eb64c6d380e4ade3290125481d7b307f,2026-07-03T11:43:34,GROMACS ITP,rough surface,[ moleculetype ],GYMN_posre_fixed.itp,GYMN_posre_fixed.itp,02_GRAPHENE_CASES/RMS_0p000/00_INITIAL/topol.top; 02_GRAPHENE_CASES/RMS_0p000/02_RUN/topol.top; 02_GRAPHENE_CASES/RMS_0p300/00_INITIAL/topol.top; 02_GRAPHENE_CASES/RMS_0p300/02_RUN/topol.top; 02_GRAPHENE_CASES/RMS_0p600/00_INITIAL/topol.top; 02_GRAPHENE_CASES/RMS_0p600/02_RUN/topol.top; 02_GRAPHENE_CASES/RMS_0p900/00_INITIAL/topol.top; 02_GRAPHENE_CASES/RMS_0p900/02_RUN/topol.top,,,DUPLICATE,,0.95,Identical SHA256 to another code/config file.
02_GRAPHENE_CASES/RMS_0p000/00_INITIAL/GYMN_posre_fixed.itp,GYMN_posre_fixed.itp,.itp,472305,b0dc3ac1905c9ef31f3380703a21f7f959cae1df571888e482ed0ec13040e264,2026-07-03T11:43:34,GROMACS ITP,rough surface,[ position_restraints ],,,02_GRAPHENE_CASES/RMS_0p000/00_INITIAL/GYMN.itp; 02_GRAPHENE_CASES/RMS_0p000/02_RUN/GYMN.itp; 02_GRAPHENE_CASES/RMS_0p300/00_INITIAL/GYMN.itp; 02_GRAPHENE_CASES/RMS_0p300/02_RUN/GYMN.itp; 02_GRAPHENE_CASES/RMS_0p600/00_INITIAL/GYMN.itp; 02_GRAPHENE_CASES/RMS_0p600/02_RUN/GYMN.itp; 02_GRAPHENE_CASES/RMS_0p900/00_INITIAL/GYMN.itp; 02_GRAPHENE_CASES/RMS_0p900/02_RUN/GYMN.itp,,,DUPLICATE,,0.95,Identical SHA256 to another code/config file.
02_GRAPHENE_CASES/RMS_0p000/00_INITIAL/GYMX.itp,GYMX.itp,.itp,2265459,a90ddeae6ab5203b90ee77fbaa4541366fc5ebde3ecc31fc29daac21d544f0df,2026-07-03T11:43:34,GROMACS ITP,rough surface,[ moleculetype ],GYMX_posre_fixed.itp,GYMX_posre_fixed.itp,02_GRAPHENE_CASES/RMS_0p000/00_INITIAL/topol.top; 02_GRAPHENE_CASES/RMS_0p000/02_RUN/topol.top; 02_GRAPHENE_CASES/RMS_0p300/00_INITIAL/topol.top; 02_GRAPHENE_CASES/RMS_0p300/02_RUN/topol.top; 02_GRAPHENE_CASES/RMS_0p600/00_INITIAL/topol.top; 02_GRAPHENE_CASES/RMS_0p600/02_RUN/topol.top; 02_GRAPHENE_CASES/RMS_0p900/00_INITIAL/topol.top; 02_GRAPHENE_CASES/RMS_0p900/02_RUN/topol.top,,,DUPLICATE,,0.95,Identical SHA256 to another code/config file.
02_GRAPHENE_CASES/RMS_0p000/00_INITIAL/GYMX_posre_fixed.itp,GYMX_posre_fixed.itp,.itp,472305,b0dc3ac1905c9ef31f3380703a21f7f959cae1df571888e482ed0ec13040e264,2026-07-03T11:43:34,GROMACS ITP,rough surface,[ position_restraints ],,,02_GRAPHENE_CASES/RMS_0p000/00_INITIAL/GYMX.itp; 02_GRAPHENE_CASES/RMS_0p000/02_RUN/GYMX.itp; 02_GRAPHENE_CASES/RMS_0p300/00_INITIAL/GYMX.itp; 02_GRAPHENE_CASES/RMS_0p300/02_RUN/GYMX.itp; 02_GRAPHENE_CASES/RMS_0p600/00_INITIAL/GYMX.itp; 02_GRAPHENE_CASES/RMS_0p600/02_RUN/GYMX.itp; 02_GRAPHENE_CASES/RMS_0p900/00_INITIAL/GYMX.itp; 02_GRAPHENE_CASES/RMS_0p900/02_RUN/GYMX.itp,,,DUPLICATE,,0.95,Identical SHA256 to another code/config file.
02_GRAPHENE_CASES/RMS_0p000/00_INITIAL/kero.itp,kero.itp,.itp,466340,d3b8fcfdbb862300636e620710ac5b2236dcc876828693af766842f4bed71f61,2026-05-29T16:07:57,GROMACS ITP,rough surface,; Created by AuToFF,,,00_CHECK_ENVIRONMENT.bat; 00_INPUT/kero.top; 01_BULK/01_INITIAL/topol.top; 01_BULK/03_RUN/topol.top; 01_SCRIPTS/build_graphene_cases.py; 01_SCRIPTS/extract_kerogen_only_from_final.py; 01_SCRIPTS/extract_standard_kerogen_plate.py; 01_SCRIPTS/prepare_bulk.py; 01_SCRIPTS/prepare_raspa2_gcmc.py; 02_GRAPHENE_CASES/RMS_0p000/00_INITIAL/topol.top; 02_GRAPHENE_CASES/RMS_0p000/02_RUN/STANDARD_KEROGEN_PLATE/topol.top; 02_GRAPHENE_CASES/RMS_0p000/02_RUN/topol.top; 02_GRAPHENE_CASES/RMS_0p300/00_INITIAL/topol.top; 02_GRAPHENE_CASES/RMS_0p300/02_RUN/STANDARD_KEROGEN_PLATE/topol.top; 02_GRAPHENE_CASES/RMS_0p300/02_RUN/topol.top; 02_GRAPHENE_CASES/RMS_0p600/00_INITIAL/topol.top; 02_GRAPHENE_CASES/RMS_0p600/02_RUN/STANDARD_KEROGEN_PLATE/topol.top; 02_GRAPHENE_CASES/RMS_0p600/02_RUN/topol.top; 02_GRAPHENE_CASES/RMS_0p900/00_INITIAL/topol.top; 02_GRAPHENE_CASES/RMS_0p900/02_RUN/STANDARD_KEROGEN_PLATE/topol.top; 02_GRAPHENE_CASES/RMS_0p900/02_RUN/topol.top; 4nm_pore_raspa2_config.json; 8nm_pore_raspa2_config.json; ILLITE_BELOW_RAW_FINAL_KEROGEN_V31_THICKER_SAFE/00_INPUT_FORCEFIELD_COPY/kero.top; KEROGEN_ONLY_FINALS/kero.top; README_V32_4NM_PORE_RASPA2_GCMC.md,,,DUPLICATE,,0.95,Identical SHA256 to another code/config file.
02_GRAPHENE_CASES/RMS_0p000/00_INITIAL/kero_ATP.itp,kero_ATP.itp,.itp,3910,9e4250fd9a062de7ceb95ed2233e1dab48bd37d8a925933e27d56053171eb2c5,2026-05-20T16:22:16,GROMACS ITP,rough surface,; Created by AuToFF,,,00_CHECK_ENVIRONMENT.bat; 00_INPUT/PUT_kero_ATP.itp_HERE.txt; 00_INPUT/kero.top; 01_BULK/01_INITIAL/topol.top; 01_BULK/03_RUN/topol.top; 01_SCRIPTS/build_graphene_cases.py; 01_SCRIPTS/extract_kerogen_only_from_final.py; 01_SCRIPTS/extract_standard_kerogen_plate.py; 01_SCRIPTS/prepare_bulk.py; 02_GRAPHENE_CASES/RMS_0p000/00_INITIAL/topol.top; 02_GRAPHENE_CASES/RMS_0p000/02_RUN/STANDARD_KEROGEN_PLATE/topol.top; 02_GRAPHENE_CASES/RMS_0p000/02_RUN/topol.top; 02_GRAPHENE_CASES/RMS_0p300/00_INITIAL/topol.top; 02_GRAPHENE_CASES/RMS_0p300/02_RUN/STANDARD_KEROGEN_PLATE/topol.top; 02_GRAPHENE_CASES/RMS_0p300/02_RUN/topol.top; 02_GRAPHENE_CASES/RMS_0p600/00_INITIAL/topol.top; 02_GRAPHENE_CASES/RMS_0p600/02_RUN/STANDARD_KEROGEN_PLATE/topol.top; 02_GRAPHENE_CASES/RMS_0p600/02_RUN/topol.top; 02_GRAPHENE_CASES/RMS_0p900/00_INITIAL/topol.top; 02_GRAPHENE_CASES/RMS_0p900/02_RUN/STANDARD_KEROGEN_PLATE/topol.top; 02_GRAPHENE_CASES/RMS_0p900/02_RUN/topol.top; ILLITE_BELOW_RAW_FINAL_KEROGEN_V31_THICKER_SAFE/00_INPUT_FORCEFIELD_COPY/PUT_kero_ATP.itp_HERE.txt; ILLITE_BELOW_RAW_FINAL_KEROGEN_V31_THICKER_SAFE/00_INPUT_FORCEFIELD_COPY/kero.top; KEROGEN_ONLY_FINALS/kero.top; README_V32_4NM_PORE_RASPA2_GCMC.md,,,DUPLICATE,,0.95,Identical SHA256 to another code/config file.
02_GRAPHENE_CASES/RMS_0p000/00_INITIAL/topol.top,topol.top,.top,590,1aa8e7cd0de1aae8f3fa9b0a2d8d78afb43af6138a7d5275e50d937b8cdbbed5,2026-07-03T11:43:34,GROMACS TOP,rough surface,; Created by AuToFF,GBOT.itp; GTOP.itp; GXMN.itp; GXMX.itp; GYMN.itp; GYMX.itp; kero.itp; kero_ATP.itp,GBOT.itp; GTOP.itp; GXMN.itp; GXMX.itp; GYMN.itp; GYMX.itp; kero.itp; kero_ATP.itp,01_BULK/03_RUN/mdout.mdp; 01_SCRIPTS/build_graphene_cases.py; 01_SCRIPTS/extract_standard_kerogen_plate.py; 01_SCRIPTS/prepare_bulk.py; 01_SCRIPTS/run_bulk.py; 01_SCRIPTS/run_wall_case.py; 02_GRAPHENE_CASES/RMS_0p000/02_RUN/mdout.mdp; 02_GRAPHENE_CASES/RMS_0p300/02_RUN/mdout.mdp; 02_GRAPHENE_CASES/RMS_0p600/02_RUN/mdout.mdp; 02_GRAPHENE_CASES/RMS_0p900/02_RUN/mdout.mdp,,,DUPLICATE,,0.95,Identical SHA256 to another code/config file.
02_GRAPHENE_CASES/RMS_0p000/01_MDP/00_em.mdp,00_em.mdp,.mdp,364,65f9fa8facbc60210b03130c1e0991288a2fe6fa02dfa7bd1ca050c0257193fc,2026-07-03T11:43:35,GROMACS MDP,rough surface,define = -DPOSRES_FIXED_WALLS -DPOSRES_GTOP_FULL,,,01_SCRIPTS/generate_wall_mdps.py; 01_SCRIPTS/run_bulk.py; 01_SCRIPTS/run_wall_case.py,,,DUPLICATE,,0.95,Identical SHA256 to another code/config file.
02_GRAPHENE_CASES/RMS_0p000/01_MDP/01_wall_nvt_900K_3ps.mdp,01_wall_nvt_900K_3ps.mdp,.mdp,736,922f6cc4835ef32ccd1f83abc33cb3fab192a692b2d365dfde6e39d55fd48e18,2026-07-03T11:43:35,GROMACS MDP,rough surface,define = -DPOSRES_FIXED_WALLS -DPOSRES_GTOP_FULL,,,,,,DUPLICATE,,0.95,Identical SHA256 to another code/config file.
02_GRAPHENE_CASES/RMS_0p000/01_MDP/02_pull_ramp_01_20MPa.mdp,02_pull_ramp_01_20MPa.mdp,.mdp,1210,207c86d7027f2b37e87df62541fbd4aed92a0da33283978a40455ebd474c3b97,2026-07-03T11:43:35,GROMACS MDP,rough surface,define = -DPOSRES_FIXED_WALLS -DPOSRES_GTOP_PULL,,,,,,ACTIVE,,0.72,References current named workflow artifacts.
02_GRAPHENE_CASES/RMS_0p000/01_MDP/02_pull_ramp_02_40MPa.mdp,02_pull_ramp_02_40MPa.mdp,.mdp,1210,60b92332314226f60687c16c80a1dd5ccf951df62df1734ac82af06bf0156111,2026-07-03T11:43:35,GROMACS MDP,rough surface,define = -DPOSRES_FIXED_WALLS -DPOSRES_GTOP_PULL,,,,,,ACTIVE,,0.72,References current named workflow artifacts.
02_GRAPHENE_CASES/RMS_0p000/01_MDP/02_pull_ramp_03_60MPa.mdp,02_pull_ramp_03_60MPa.mdp,.mdp,1210,00ff7a3a36b32535d2c0c290af8de1b24f90efd7e9fcdc14e8121222ccceee1d,2026-07-03T11:43:35,GROMACS MDP,rough surface,define = -DPOSRES_FIXED_WALLS -DPOSRES_GTOP_PULL,,,,,,ACTIVE,,0.72,References current named workflow artifacts.
02_GRAPHENE_CASES/RMS_0p000/01_MDP/03_pull_stage_01_700K_chunk01_50ps.mdp,03_pull_stage_01_700K_chunk01_50ps.mdp,.mdp,1210,795a49fa85601ae78783b717f19e3136b3bfd44bbce203c4480bd6a6bbe678c5,2026-07-03T11:43:35,GROMACS MDP,rough surface,define = -DPOSRES_FIXED_WALLS -DPOSRES_GTOP_PULL,,,,,,ACTIVE,,0.72,References current named workflow artifacts.
02_GRAPHENE_CASES/RMS_0p000/01_MDP/03_pull_stage_02_500K_chunk01_50ps.mdp,03_pull_stage_02_500K_chunk01_50ps.mdp,.mdp,1210,c1e1deb8378d103f849d79c8c619c93c0629ebb46f1853108544fd313d3d0579,2026-07-03T11:43:35,GROMACS MDP,rough surface,define = -DPOSRES_FIXED_WALLS -DPOSRES_GTOP_PULL,,,02_GRAPHENE_CASES/RMS_0p000/02_RUN/mdout.mdp; 02_GRAPHENE_CASES/RMS_0p300/02_RUN/mdout.mdp; 02_GRAPHENE_CASES/RMS_0p600/02_RUN/mdout.mdp; 02_GRAPHENE_CASES/RMS_0p900/02_RUN/mdout.mdp,,,ACTIVE,,0.72,References current named workflow artifacts.
02_GRAPHENE_CASES/RMS_0p000/02_RUN/GBOT.itp,GBOT.itp,.itp,2784372,35070a59ceb37497259f6eb1e30568a7b12f41ff33de69cdd1816d764bd2388b,2026-07-03T11:43:33,GROMACS ITP,rough surface,[ moleculetype ],GBOT_posre_fixed.itp,GBOT_posre_fixed.itp,02_GRAPHENE_CASES/RMS_0p000/00_INITIAL/topol.top; 02_GRAPHENE_CASES/RMS_0p000/02_RUN/topol.top; 02_GRAPHENE_CASES/RMS_0p300/00_INITIAL/topol.top; 02_GRAPHENE_CASES/RMS_0p300/02_RUN/topol.top; 02_GRAPHENE_CASES/RMS_0p600/00_INITIAL/topol.top; 02_GRAPHENE_CASES/RMS_0p600/02_RUN/topol.top; 02_GRAPHENE_CASES/RMS_0p900/00_INITIAL/topol.top; 02_GRAPHENE_CASES/RMS_0p900/02_RUN/topol.top,,,DUPLICATE,,0.95,Identical SHA256 to another code/config file.
02_GRAPHENE_CASES/RMS_0p000/02_RUN/GBOT_posre_fixed.itp,GBOT_posre_fixed.itp,.itp,579603,b47374af5bd49ba3598ba728c614139eb4712e24b08d9ff185395050617db6c0,2026-07-03T11:43:33,GROMACS ITP,rough surface,[ position_restraints ],,,02_GRAPHENE_CASES/RMS_0p000/00_INITIAL/GBOT.itp; 02_GRAPHENE_CASES/RMS_0p000/02_RUN/GBOT.itp; 02_GRAPHENE_CASES/RMS_0p300/00_INITIAL/GBOT.itp; 02_GRAPHENE_CASES/RMS_0p300/02_RUN/GBOT.itp; 02_GRAPHENE_CASES/RMS_0p600/00_INITIAL/GBOT.itp; 02_GRAPHENE_CASES/RMS_0p600/02_RUN/GBOT.itp; 02_GRAPHENE_CASES/RMS_0p900/00_INITIAL/GBOT.itp; 02_GRAPHENE_CASES/RMS_0p900/02_RUN/GBOT.itp,,,DUPLICATE,,0.95,Identical SHA256 to another code/config file.
02_GRAPHENE_CASES/RMS_0p000/02_RUN/GTOP.itp,GTOP.itp,.itp,6606107,a8a0c548449da77448c4e66e51a1ad3e4cec318393099fcbe2ed252b399ff929,2026-07-03T11:43:34,GROMACS ITP,rough surface,[ moleculetype ],GTOP_posre_full.itp; GTOP_posre_pull.itp,GTOP_posre_full.itp; GTOP_posre_pull.itp,02_GRAPHENE_CASES/RMS_0p000/00_INITIAL/topol.top; 02_GRAPHENE_CASES/RMS_0p000/02_RUN/topol.top; 02_GRAPHENE_CASES/RMS_0p300/00_INITIAL/topol.top; 02_GRAPHENE_CASES/RMS_0p300/02_RUN/topol.top; 02_GRAPHENE_CASES/RMS_0p600/00_INITIAL/topol.top; 02_GRAPHENE_CASES/RMS_0p600/02_RUN/topol.top; 02_GRAPHENE_CASES/RMS_0p900/00_INITIAL/topol.top; 02_GRAPHENE_CASES/RMS_0p900/02_RUN/topol.top,,,DUPLICATE,,0.95,Identical SHA256 to another code/config file.
02_GRAPHENE_CASES/RMS_0p000/02_RUN/GTOP_posre_full.itp,GTOP_posre_full.itp,.itp,579603,fcabde958174582289544df86a156624628409500b7535dedff2360c83813420,2026-07-03T11:43:34,GROMACS ITP,rough surface,[ position_restraints ],,,01_SCRIPTS/build_graphene_cases.py; 02_GRAPHENE_CASES/RMS_0p000/00_INITIAL/GTOP.itp; 02_GRAPHENE_CASES/RMS_0p000/02_RUN/GTOP.itp; 02_GRAPHENE_CASES/RMS_0p300/00_INITIAL/GTOP.itp; 02_GRAPHENE_CASES/RMS_0p300/02_RUN/GTOP.itp; 02_GRAPHENE_CASES/RMS_0p600/00_INITIAL/GTOP.itp; 02_GRAPHENE_CASES/RMS_0p600/02_RUN/GTOP.itp; 02_GRAPHENE_CASES/RMS_0p900/00_INITIAL/GTOP.itp; 02_GRAPHENE_CASES/RMS_0p900/02_RUN/GTOP.itp,,,DUPLICATE,,0.95,Identical SHA256 to another code/config file.
